,id,name,x,y,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,row,col,accsum,x_degree,y_degree,z_degree,x_rad,y_rad,z_rad
1132,443,eunnho,111,371,2.574514973,-7.33688135,-5.175665439,-29.76439687,-12.81489654,-26.27104198,1,0,9.3405282520122,74.00053307008342,141.76591903913703,123.64932754506708,1.2915529503039034,2.4742820543486572,2.1580878835383377
1133,444,eunnho,199,561,1.051204166,-5.730521674,-9.129839118,41.12820607,8.215197001,-2.396440172,2,1,10.830414173768357,84.4300807024943,121.9455978671592,147.45631419905192,1.4735828959830524,2.1283521910949026,2.5735981856287213
1134,445,eunnho,302,211,2.145055196,-8.381202187,-5.492447661,3.593381305,-39.01375367,-8.571856673,0,2,10.247574991288648,77.9173069681532,144.8723126823042,122.41008190443401,1.3599135508813938,2.528498851284946,2.1364589668683043
1135,446,eunnho,316,568,-0.017507536,-5.051466812,-9.587879823,27.40405937,43.04946998,13.06485158,2,2,10.837207341693004,90.09256151766529,117.78289631956412,152.21692237912643,1.5724118300387986,2.055699343311505,2.6566864727683965
1136,447,eunnho,223,201,3.485059499,-8.663717982,-3.737048932,-26.33816567,-53.54813668,-8.392944136,0,1,10.05838872301934,69.72765738000037,149.46765781779203,111.81034950411666,1.2169772009835294,2.6087027541647134,1.9514587366524447
1137,448,eunnho,310,583,0.071526829,-6.232106921,-7.8957778,15.71504951,16.0805944,16.25554287,2,2,10.059203737325124,89.59259002344615,128.282752608268,141.71426902922684,1.563685681298559,2.2389564065356202,2.4733805916170364
1138,449,eunnho,92,540,2.984671645,-6.645705258,-5.806836267,6.141442713,-15.47537988,-29.44377755,2,0,9.316276650917057,71.31459312495187,135.50760576298853,128.55752857251454,1.244674454750522,2.3650538820585925,2.2437521518170644
1139,450,eunnho,324,216,2.01666584,-8.558821438,-4.702061546,1.643859407,-43.43205278,-19.01360399,0,2,9.971446650319262,78.3317837685542,149.12992119493742,118.1351261303914,1.3671475357215226,2.6028081380913344,2.0618469132341177
1140,451,eunnho,314,377,0.557998697,-6.414664798,-7.471854469,0.644540619,5.755145569,-8.001865433,1,2,9.863462689262294,86.7569149525142,130.56770375079427,139.2468010195142,1.5141938147940728,2.27883632721991,2.4303151506599194
1141,452,eunnho,111,209,3.280505187,-8.002170721,-4.966023156,14.27163246,-34.77030057,-27.56821956,0,0,9.97285498319773,70.79534107896353,143.35943730968475,119.86473062815669,1.2356117969003086,2.5020941948604007,2.0920342064774253
